"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SALL4",114.133954459382,3.94715200879201,0.84079284901791,4.69455944279556,0.000228129189847199,0.00879977796819074
"KIAA1199",890.68376793482,5.86991323964681,0.783473209155773,7.49216842522529,2.55318087735261e-10,1.02608183119838e-07
"HHATL",31.7821878495331,-7.93771180423589,1.68704737623314,-4.70509122391057,1.96420650151184e-05,0.00130051542347226
"GPAM",33944.3562521231,-5.66884537410542,0.868471218334723,-6.52738427529622,3.8093010494927e-08,6.92931909855614e-06
"PAPPA2",218.154168545495,-5.84112959196272,0.979397244278505,-5.96400452021459,3.84711295060095e-07,4.88837933083345e-05
"CIDEC",15580.9293209575,-8.8630074727512,1.14081699959038,-7.76900017788439,2.74226272138227e-12,2.61967088610258e-09
"ANO3",369.064260395201,-6.57970786366617,1.00771687794036,-6.5293218836567,1.53866400673733e-08,3.4532016494062e-06
"TNMD",402.84543168172,-5.7062299935682,0.966513002480151,-5.90393505201228,5.60007838361559e-07,6.71898926695048e-05
"NCAPG",996.208528107722,4.02431461114576,0.870405243652881,4.62349536666011,0.000255806736194326,0.00952714700037531
"ROBO3",296.851931823716,-2.05736444607852,0.299084790368187,-6.87886683754733,0.000203630488127307,0.00812687867281292
"SOX17",611.930270129257,-2.98921002467959,0.543753007871446,-5.49736733665352,0.000126948338255648,0.00555609886097296
"HIF3A",592.355616639542,-5.08519452654538,0.846776806926453,-6.00535404955542,7.02108363670234e-07,8.19806394093602e-05
"EBF2",304.128913202178,-3.4761517118949,0.662900621662612,-5.24385043292977,9.37350886411085e-05,0.00440172844241032
"MOSC1",5757.53204345899,-4.00900023176714,0.764473232457281,-5.24413421105775,4.14179351279469e-05,0.00243624411678659
"C1orf135",242.161872159263,3.30884863026503,0.65412111750351,5.05846477315002,0.000208018802809269,0.00822602501452399
"MMP28",798.23773767236,-3.35960180634111,0.6495487699461,-5.172208711318,0.000140247253518201,0.00598374800740814
"KREMEN2",144.05743383769,6.25534010677729,1.04489474214047,5.98657439309457,2.45830623884708e-07,3.39855920908131e-05
"LRRC2",155.43297310009,-3.92084578146052,0.771884779801398,-5.07957390022554,7.71504303517206e-05,0.00387568775263978
"C14orf139",2097.48116298533,-4.71133212712488,0.684415633047436,-6.88372956378444,2.93643851895909e-08,5.61744758785548e-06
"E2F8",169.946625617653,4.6046325697147,0.938227375574289,4.90780027271769,6.10288871086451e-05,0.00327528011839906
"SHCBP1",457.185524853632,3.68432148509847,0.679035668151729,5.42581436867204,3.85665151397117e-05,0.00229026786298748
"HHIPL2",72.4348685663114,4.53274542584065,1.01731404149684,4.45560096582501,0.000257728804501588,0.00955753534461789
"C7orf58",4035.2311647403,-4.31469141342617,0.745744531506831,-5.78574998693994,4.39851607464415e-06,0.000378162966596645
"FRMD1",205.549084312898,-7.16844505161699,1.10099144302133,-6.51089987760979,1.05563839080058e-08,2.49897082622258e-06
"SVEP1",13960.6182665773,-4.16642646495625,0.817608882011134,-5.09586742099447,5.37986777375083e-05,0.00297979150635218
"PREX2",859.881303447718,-3.56269386377594,0.740741953406966,-4.80962884225701,0.000270458357206338,0.00979830371254239
"ULBP1",143.966093481223,4.41813282629382,0.959186122064593,4.60612671999887,0.000182926307017913,0.00743799885076835
"SLC19A3",9691.6697862441,-7.01663093323824,1.10492898768948,-6.35030034636953,2.58643858450563e-08,5.07911877032294e-06
"ITIH5",13892.67492691,-4.9291782750827,0.620072684907439,-7.94935560791312,1.17413800823397e-10,4.94884851714419e-08
"C12orf39",542.212457025271,-11.0451784249274,1.643575738969,-6.72021262120597,4.9273641617314e-10,1.7377506138547e-07
"FAM83D",820.935255884436,5.02834152568445,0.825985301476135,6.08768886891596,5.38520283182901e-07,6.60011986786079e-05
"CDT1",464.890294316416,3.73665896525738,0.784866878924204,4.76088247013189,0.00024443649574136,0.00930420062314195
"CABLES2",1033.36702127502,2.4632763892254,0.38784805810634,6.35113761108486,8.07101433225426e-05,0.00397365238392267
"KIF18A",357.764069314148,3.80265030904042,0.754518533702114,5.03983684851633,0.000101807719195604,0.00470411549577334
"CDCA3",687.291253864388,4.92713646187013,0.93469246044361,5.2713985298776,1.32560915091273e-05,0.000962514778862307
"NUF2",1156.22081496461,5.81466547601515,1.0242984930882,5.67672950341289,1.29794834103949e-06,0.00013676734927746
"SLC25A18",173.164328485935,-3.3820729157848,0.635907474135773,-5.31849845039357,8.98588342023421e-05,0.00430393606338564
"FGFBP2",523.88371882475,-5.37653625889179,0.92944707858785,-5.78466099119984,1.24619081452418e-06,0.000132697582256852
"ZNF469",1058.496829767,2.27858054745329,0.306359391038032,7.43760633461511,1.50000127100994e-05,0.00104945433053939
"CBX2",1239.9254181864,3.55485299726809,0.736677731728123,4.82551982252674,0.000262101628217184,0.00963697497281099
"AIFM2",3299.44309125529,-3.25122161478715,0.644356801246056,-5.0456852608678,0.000238143368126559,0.00912495686162988
"ATOH8",705.954015961973,-4.67536949801896,0.48832868504402,-9.57422662483467,2.60740932326991e-14,7.50977341923789e-11
"LGALS12",3922.71996114919,-8.15193367434532,1.28803995118838,-6.32894474028087,1.4075491629491e-08,3.24318094465646e-06
"LOC90586",36.3301517837917,-4.65905746235115,0.977620533393692,-4.76571154472154,9.09869212456299e-05,0.00434349443659041
"PKDCC",1559.06157174434,-3.42877656721224,0.699226635879815,-4.90366984217916,0.000256841215099163,0.00954510330780351
"PLXNA4",4812.49480674641,-4.16378385786212,0.893597388250812,-4.65957478458235,0.000199686631126392,0.00798792748262774
"CHRDL1",15113.8879146661,-5.23966222216602,0.833208030673631,-6.28854023157922,1.80586886327692e-07,2.69027757123177e-05
"TMEM132C",3057.50762254388,-6.9054858352205,1.07645470607697,-6.41502684343014,2.05509723875807e-08,4.3309921198754e-06
"PKHD1L1",107.443851788913,-4.50499623787402,0.715942245942881,-6.29240174525675,4.89928944242259e-07,6.04747291817892e-05
"MYOCD",100.871950429961,-4.52839406018514,0.650837170031444,-6.95779876857119,2.95809114342254e-08,5.61744758785548e-06
"FAM54A",287.528234476117,4.72114369787941,0.967573398024044,4.87936492210391,6.00689113695719e-05,0.00324390892930491
"RPLP0P2",155.500127358575,3.71470696813802,0.570616415677573,6.50998966394442,9.80031638404921e-07,0.000110692331655395
"C1QTNF1",4758.21078461517,-3.14882618494654,0.594539888476768,-5.29624041376592,0.000150598994651323,0.00631675054992601
"GPR146",1656.11078940925,-4.35746832587251,0.651322749655839,-6.69018290574835,1.26919877600265e-07,1.97594811244161e-05
"SLC22A12",31.8006418973712,-8.51839475767493,1.66504797843268,-5.11600558543264,3.16496997467585e-06,0.000283387803794681
"RBP7",2055.21324027919,-3.53279596910743,0.653332160873996,-5.40735047296834,5.29336749023346e-05,0.00294130815429982
"LYPD1",369.747099006147,4.10261015777862,0.872685643023893,4.70113171973691,0.000188816936246385,0.00765949642083045
"MRGPRX2",14.54621967005,-6.20723065489933,1.34142734767781,-4.62733271812659,5.18694351090983e-05,0.00291972543361671
"HRASLS5",3023.96626073891,-5.41335505829335,0.883143418083465,-6.12964434478946,2.90654805156281e-07,3.89364782008194e-05
"GALNTL2",3307.47007410483,-3.62608708047643,0.726964931043554,-4.98798074794503,0.000151688989811916,0.00634706400227533
"TMC2",51.3569197472661,-4.96823173049765,0.804008209011263,-6.17932960735237,3.99603101116764e-07,5.00401535536145e-05
"TWIST2",254.02816697368,-3.12193112885524,0.583822945773428,-5.34739367723791,0.000139235493109386,0.00595576375352301
"KLHL33",11.1394894535964,-4.90567905382214,1.1269630336778,-4.35300795786767,0.000264538703689741,0.00968536724250512
"CCDC78",92.6208975390637,3.8254621204613,0.711576100152853,5.37604076308852,3.58294323926286e-05,0.0021573812584565
"PAQR4",2549.84740572086,3.34006757145715,0.588482834170418,5.67572642312605,3.49770969556497e-05,0.00212083934207222
"HSPB6",17235.1777135703,-5.4362228407508,0.823097167130626,-6.60459427858542,3.52934179558603e-08,6.48835697548107e-06
"IQGAP3",1549.52771468026,4.86831275261611,1.00650996035964,4.83682521221807,6.06999458492804e-05,0.00326777496642185
"ACVR1C",6948.77791672572,-7.20719808116344,1.08277323242619,-6.65623961262335,4.94266751234331e-09,1.26688018867678e-06
"LRRC15",3868.02454216602,3.76801941401416,0.634277648943623,5.94064668728234,6.38381693960244e-06,0.000517928359311126
"COL6A6",920.065194866456,-4.88268451607193,0.80455103091875,-6.06883134621827,6.96854918378042e-07,8.1920747241435e-05
"WBSCR28",13.1415538670173,7.04203817829868,1.58388142696914,4.4460639908974,6.83645358160799e-05,0.00358002285890205
"ADHFE1",953.145354698801,-4.06825785483971,0.698451475165631,-5.82468217119158,5.59131051904519e-06,0.000462313096074736
"PNCK",99.3758555090555,4.575505733666,0.762997981739896,5.99674683703918,1.39211521244488e-06,0.000143188023603633
"DOCK11",4703.14725836779,-3.49964418324287,0.709289033192092,-4.93401705013404,0.000212418288596055,0.00836173222147706
"TMEM37",3383.8459734587,-4.4033807342581,0.759310235547049,-5.79918527120296,3.69386435260512e-06,0.000322392272107924
"ADAMTS14",154.320791653432,4.21902460607929,0.481147967161914,8.76866347574013,1.1135620289245e-11,7.40133285455546e-09
"E2F7",131.680970495004,3.93596466662636,0.639357701257404,6.15612302610201,2.19453076107673e-06,0.000214004089721751
"A2ML1",586.618175760574,6.62449612676541,1.43771117159752,4.60766825606883,4.58019332918422e-05,0.00265605103763867
"GCOM1",2883.39715773003,-4.49396194651131,0.599068190403064,-7.50158666159138,2.73297328045911e-09,7.37945488431466e-07
"LOC145820",76.569724947926,-3.91289629633399,0.720353009182186,-5.43191497287737,2.63063684107425e-05,0.00168370500928163
"CD300LG",3567.45785280873,-7.20005470705551,1.05556517202116,-6.82104231732949,2.13110026204302e-09,5.93992639167186e-07
"KIF18B",348.598178780117,4.89622537493432,1.0339130006945,4.73562608425025,8.21457411478293e-05,0.00402141799653155
"EME1",173.069835938765,3.51026971183602,0.671993424061592,5.22366675944477,9.36500980280136e-05,0.00440172844241032
"NOTUM",14.5063334060697,5.14805665685384,0.995778491174927,5.16988135662542,1.55242157924105e-05,0.00107309589243458
"CILP2",611.48707060857,4.23159578872464,0.703431999779781,6.01564300465347,2.17371451960223e-06,0.000213431594393444
"ENTHD1",28.7752994869762,5.4158126648174,1.19879693832643,4.5177064535868,0.000115053542800659,0.00519122786720153
"SMYD1",481.185389203578,-5.11482503847491,1.13197533646116,-4.51849512416511,0.000138978194164118,0.00595576375352301
"GPBAR1",183.307036880499,-4.53083391804096,0.781612907104529,-5.79677469097248,3.13063769495185e-06,0.000283387803794681
"SGOL1",178.67133804951,4.71662409753421,0.87504037956033,5.39017879369647,1.08145500969122e-05,0.000808312366334295
"SHISA3",75.1661030885326,-3.94857772754994,0.77689665993416,-5.0825005836485,7.37242583815028e-05,0.00375819737194911
"KLB",2421.84907538493,-6.89300254656658,1.00748648541609,-6.84178164803849,2.46953117664306e-09,6.77396321643949e-07
"BTNL9",4908.12673260865,-6.23419716110013,0.729829906627133,-8.54198643340215,3.70078868654365e-13,5.80830062915837e-10
"GIMAP8",1796.5824951263,-2.91712675340128,0.544775914255736,-5.3547278377507,0.00021649799082537,0.00846448366392129
"PEBP4",27.3445319589245,-4.13519445385239,0.744685917450825,-5.55293763041445,1.2763472892801e-05,0.000930656434854406
"CDCA2",696.626225758848,5.41392886553931,0.931112499722609,5.81447340375325,1.06601624783653e-06,0.000117336476298491
"C14orf49",706.492536639706,-4.18616787667673,0.75155645488077,-5.56999790167572,1.1204611529256e-05,0.000829912460155922
"LGI4",478.301997515704,-3.42855058412719,0.675257135968306,-5.07740000290514,0.000161274560896373,0.0066994848241592
"ZNF676",76.2961429563809,-3.56483597569114,0.552178768937062,-6.45594538622594,1.70089555362514e-06,0.00017089055850114
"XIRP1",48.0048506269497,3.95100315244124,0.635213275797026,6.21996312574508,1.69471876116318e-06,0.00017089055850114
"COL22A1",870.714078846153,7.05722826944384,1.22911336652121,5.74172282367906,4.15133406029183e-07,5.16109380546065e-05
"C10orf128",138.466634458515,-3.30353679195692,0.593901379638756,-5.56243326790438,5.25184375749815e-05,0.00292869453382808
"LCTL",96.6476002502927,6.41325495617065,1.43228107642793,4.4776511131217,7.86965598595471e-05,0.00391917939750096
"ALG1L",90.0328762712346,4.192599108414,0.643064371837656,6.51971916346882,3.44098977966405e-07,4.40472180610181e-05
"CXorf61",246.443278745242,11.5313725783588,3.02631989603307,3.81036142063971,0.00026808028236392,0.00977231090651791
"AQPEP",1292.40875668257,-8.24474236096159,1.03930896914675,-7.93290792797675,1.57650159099706e-12,1.81623493293468e-09
"PLAC9",1049.03146449894,-4.07821627081982,0.782092543026956,-5.21449322996455,4.14475881219407e-05,0.00243624411678659
"SKA1",337.033093293386,4.59642387202427,0.911841388366805,5.04081513590527,4.00449908094592e-05,0.00236992289787077
"HEPACAM",637.771841371337,-9.16453643754254,1.16054020428224,-7.89678496593797,9.95468385366887e-13,1.22876351196608e-09
"LRRN4CL",1212.75431941961,-4.27280173891797,0.764425422087828,-5.58955996943159,9.28656736049691e-06,0.000716433797128335
"SKA3",650.741679826701,5.12379202314639,0.983197654237498,5.21135501194829,1.36880936601184e-05,0.000977454324547547
"C7orf41",12247.8467911678,-3.91773179099033,0.663955342843485,-5.90059532349281,5.55216860722244e-06,0.000462313096074736
"NKAPL",74.7934304969355,-2.9918364329068,0.572066576438672,-5.22987455679039,0.000249003342070267,0.00939769927286405
"EBF3",1234.81715847265,-3.88064940352752,0.691878171836248,-5.60886231347386,1.56688498135585e-05,0.00107449759376232
"ANGPTL5",74.9640133689252,-6.33324685188548,1.13838253915854,-5.56337314921119,1.40031109247231e-06,0.000143188023603633
"CNIH2",175.468420589211,5.02747934735506,0.901183360445814,5.57875296861671,3.92746534267777e-06,0.000341057932597058
"MAMDC2",1594.10485145119,-3.60022558159714,0.603470885548226,-5.96586458073532,8.20773650292641e-06,0.000638909434716538
"ASPM",1365.88167007655,4.86922780944103,1.02034421704306,4.77214231051555,7.4699520630466e-05,0.00379671298827965
"P4HA3",352.83038154661,3.34834789740708,0.63948508225559,5.23600626553601,0.000120213039624944,0.00538186926880479
"LOC283392",1201.11081204521,-8.99908329895142,1.39849783528859,-6.4348210428902,5.33391136638449e-09,1.31679031889272e-06
"TMEM145",57.285103932839,5.08676199453262,0.806899630403528,6.30408269240221,2.04445617430964e-07,2.91985513621858e-05
"SEC14L4",39.6429999130534,5.68216100170136,1.21995345512002,4.65768671571354,6.20460374740411e-05,0.00331955905135884
"CCDC141",69.6273217013209,-3.98191749375545,0.652944865918728,-6.0983977386095,2.47524672797738e-06,0.000236324523238548
"IGSF10",1983.53310364598,-3.42293957940343,0.575220696008193,-5.9506544238712,1.26452638299227e-05,0.00092594408578345
"SCARA5",3133.71284520062,-6.2368041948098,1.26628749837046,-4.92526713154456,1.77102171618437e-05,0.00119085705359464
"TUSC5",10954.1613489752,-7.83488861202395,1.32444055099926,-5.91562120784714,1.23102127494244e-07,1.93393442293457e-05
"TRIM59",533.466834412887,2.80511138638352,0.483037499430422,5.80723316448763,9.31142694834934e-05,0.00439646910094057
"GPIHBP1",1022.84742097776,-3.86968195986564,0.77513042458136,-4.99229786000932,0.000106872383519961,0.004870593377732
"GPR109A",1586.85171010638,-3.7807851147795,0.800916217795581,-4.72057504989177,0.000258294547728043,0.0095580044524375
"GPR120",86.4188679537194,-4.73879550760245,0.980798437817483,-4.83156918372283,6.89281934024612e-05,0.00359863477398167
"VSX2",12.3141446287328,-5.96477379917247,1.43020469494939,-4.17057349918959,0.000259460838972693,0.00956107185521612
"C11orf53",44.4453318865253,-3.85765930514672,0.693674215666581,-5.56119748726674,1.89766534192781e-05,0.00126616041597894
"GLDN",1244.78662260015,-5.21987137384594,0.832941852681464,-6.26678964088762,2.02890483427301e-07,2.91985513621858e-05
"HSD17B13",503.417901109932,-7.112633194525,0.879517650048793,-8.08697039124844,1.82664413717704e-12,1.97288983340978e-09
"PLCXD3",286.734959822545,-4.07768822559304,0.830964634551204,-4.9071742118067,0.000106216815011253,0.00485590682595095
"BMP8A",517.322272899784,3.36837604464364,0.617501731637837,5.45484469445858,6.26759630971259e-05,0.00333711379139389
"PTCHD3",100.409826945295,-9.60029598743224,1.61986205663598,-5.92661328667054,5.50605041776809e-08,9.80928425458251e-06
"C18orf34",117.799310698478,-3.63454295459751,0.655045999691506,-5.54853087616625,2.88627684084189e-05,0.00182035584257623
"FAM89A",1585.541455274,-3.35330019916328,0.674838535019224,-4.96904077812887,0.000244048743751601,0.00930420062314195
"CENPW",2017.14909178613,4.92550571499441,1.05965907156307,4.6481985075907,0.000105915802700982,0.00485498935404687
"SLC16A12",74.2169308695727,-3.77390757066749,0.683829015731558,-5.51878829919227,2.49137715573689e-05,0.00160050143599588
"LOC388152",740.823378315342,2.61448784810129,0.430946596670225,6.06684881213247,8.97039265302412e-05,0.00430393606338564
"MUSTN1",170.601604831968,-3.44198568247413,0.646776358240358,-5.32175556298705,7.98031388932862e-05,0.00394022298061394
"TMEM195",80.6720451873281,-4.54635417289949,0.931529648511802,-4.88052546707737,7.03263331518426e-05,0.00363895346825107
"FAM180B",119.353098532625,-5.20064954912263,1.0235541345343,-5.08097165909925,2.03054881264264e-05,0.00133930969585029
"C14orf180",1156.54750790892,-8.58399024030931,1.16737152685021,-7.3532633295165,4.10674937574122e-11,2.13791665040243e-08
"DEFB132",960.134405379676,-7.16317279447513,1.77461413441903,-4.03646779068409,0.000259483982414002,0.00956107185521612
"KLHL31",1289.07102542231,-4.34174688984332,0.839283563510456,-5.17315848732123,3.42170378821175e-05,0.00208205856211575
"PRRT4",440.691300217335,-5.37933719216406,0.932609121978771,-5.76805122895475,1.32789115812952e-06,0.000139074467294765
"TMEM215",58.6881366479424,8.01439658320584,1.45901554091363,5.4930165981558,7.64001219758059e-07,8.86087589170404e-05
"LOC415056",12.7870582783919,-7.20545529764791,1.76062368643544,-4.09255842299616,0.000213655968581661,0.00839133816604473
"MAP1LC3C",296.866511724756,-5.65844862840128,0.733380133637563,-7.71557391435652,1.06249685180803e-10,4.59025202402366e-08
"LOC572558",16.9787530158465,-5.65024130310631,1.18567910930232,-4.76540512418325,4.39174779120366e-05,0.00256397951283076
"HEPN1",428.686637811684,-6.90443996025373,1.12844828804614,-6.11852579634685,8.3684037828102e-08,1.37727986448327e-05
"PGA3",35.9926378433946,-5.1598334659526,1.08739730074245,-4.74512256231424,6.52620248391087e-05,0.0034279424049989
"UCA1",127.912227127516,6.2783102235645,1.24523295974584,5.04187603968171,1.1237747565331e-05,0.000829912460155922
"C2orf84",59.3234839523791,-4.22716251519913,0.877105951335337,-4.81944343070931,0.000116924876497497,0.00526192393425322
"ABCC6P1",35.6026715884565,-3.42528017288881,0.636388093805826,-5.38237626729379,6.92006208346813e-05,0.00360197568868713
"PLIN4",91672.8683243735,-7.93708858854503,1.09181845400272,-7.26960472178028,1.05097378329798e-10,4.59025202402366e-08
"PRCD",63.2785858831323,-3.55029072924479,0.698693702119843,-5.0813263644329,0.000131077299711183,0.0057200677179519
"TLX1NB",21.4721246918879,7.16932546405479,1.70390014547442,4.20759718995071,0.000147714244013624,0.0062259752458523
